case_index,source_dir,trajectory_source_kind,project_slug,repo_dir_name,owner_repo,commit_version,case_key,project_dir,run_id,run_dir,manifest_path,context_path,executions_path,manifest_present,ok,project_attempt_count,project_log_count,total_repair_attempts,block_count,failed_block_count,first_failed_block,trajectory_classification,project_attempt_classification,not_one_shot_trajectory,not_one_shot_project_attempt,manifest_error,final_image,rollback_classification,block_count_analyzed,adjacent_rollback_count,non_adjacent_rollback_count,base_workspace_count,unknown_checkpoint_count,first_non_adjacent_block,first_non_adjacent_block_order,first_non_adjacent_target_block,first_non_adjacent_target_order,first_non_adjacent_skipped_blocks,rollback_edges
127,setupbench-runs-all-gpt-4.1,state_run,nedbat-coveragepy,coveragepy,nedbat/coveragepy,9d0eb0237359978b3a650f9da444e7f3ae7233e2,nedbat/coveragepy@9d0eb0237359978b3a650f9da444e7f3ae7233e2,setupbench-runs-all-gpt-4.1/projects/nedbat-coveragepy/coveragepy,setupbench-coveragepy,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy/manifest.json,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy/context.json,setupbench-runs-all-gpt-4.1/state/nedbat-coveragepy/coveragepy/runs/setupbench-coveragepy/executions.jsonl,True,False,1,1,18,4,3,01-system-deps,failed_in_project_run,failed_in_project_run,True,True,"\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3 and python3-venv with apt for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:3 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3 is already the newest version (3.12.3-0ubuntu2.1).\npython3-venv is already the newest version (3.12.3-0ubuntu2.1).\npython3-pip is already the newest version (24.0+dfsg-1ubuntu1.3).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3, python3-venv, and python3-pip for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:3 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3 is already the newest version (3.12.3-0ubuntu2.1).\npython3-venv is already the newest version (3.12.3-0ubuntu2.1).\npython3-pip is already the newest version (24.0+dfsg-1ubuntu1.3).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3-venv for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:3 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3-venv is already the newest version (3.12.3-0ubuntu2.1).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\n[pheragent] repair: Install python3 and python3-pip on Ubuntu 24.04 (Noble)\n[pheragent] installing system dependencies\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:3 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dep .0+dfsg-1ubuntu1.3).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] repair: Install python3-venv for Ubuntu 24.04\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:3 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3-venv is already the newest version (3.12.3-0ubuntu2.1).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\n[pheragent] repair: Install python3 and python3-pip on Ubuntu 24.04 (Noble)\n[pheragent] installing system dependencies\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:3 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\npython3 is already the newest version (3.12.3-0ubuntu2.1).\npython3-pip is already the newest version (24.0+dfsg-1ubuntu1.3).\n0 upgraded, 0 newly installed, 0 to remove and 9 not upgraded.\nPython 3.12.3\npip 24.0 from /usr/lib/python3/dist-packages/pip (python 3.12)\n[pheragent] installing system dependencies\nHit:1 https://download.docker.com/linux/ubuntu noble InRelease\nHit:2 http://security.ubuntu.com/ubuntu noble-security InRelease\nHit:3 http://archive.ubuntu.com/ubuntu noble InRelease\nHit:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease\nHit:5 http://archive.ubuntu.com/ubuntu noble-backports InRelease\nReading package lists...\nReading package lists...\nBuilding dependency tree...\nReading state information...\n",pheragent-setupbench:setupbench-coveragepy-002-00-preflight-success,previous_block_only_rollback,4,1,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous
128,setupbench-runs-all-gpt-4.1,state_run,openstack-stevedore,stevedore,openstack/stevedore,51134a4dc04872df9f736e5ae52d4b665c40e364,openstack/stevedore@51134a4dc04872df9f736e5ae52d4b665c40e364,setupbench-runs-all-gpt-4.1/projects/openstack-stevedore/stevedore,setupbench-stevedore,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore/manifest.json,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore/context.json,setupbench-runs-all-gpt-4.1/state/openstack-stevedore/stevedore/runs/setupbench-stevedore/executions.jsonl,True,False,1,1,1,4,0,,failed_in_project_run,failed_in_project_run,True,True,oracle validation failed,pheragent-setupbench:setupbench-stevedore-005-03-build-test-prep-repaired,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-python-deps:previous | 02-python-deps->03-build-test-prep:previous
129,setupbench-runs-all-gpt-4.1,state_run,apache-cassandra,cassandra,apache/cassandra,73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,apache/cassandra@73cd2c56ca07fc4bd1c77a7a45e1d6e27941fefa,setupbench-runs-all-gpt-4.1/projects/apache-cassandra/cassandra,setupbench-cassandra,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra/manifest.json,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra/context.json,setupbench-runs-all-gpt-4.1/state/apache-cassandra/cassandra/runs/setupbench-cassandra/executions.jsonl,True,False,1,1,0,3,0,,failed_in_project_run,failed_in_project_run,True,True,oracle validation failed,pheragent-setupbench:setupbench-cassandra-004-20-build-prep-success,previous_block_only_rollback,3,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-deps:previous | 10-system-deps->20-build-prep:previous
132,setupbench-runs-all-gpt-4.1,state_run,ousret-charset-normalizer,charset_normalizer,Ousret/charset_normalizer,816c998ef70ddb645cc2e3205f632708e365374d,Ousret/charset_normalizer@816c998ef70ddb645cc2e3205f632708e365374d,setupbench-runs-all-gpt-4.1/projects/ousret-charset-normalizer/charset_normalizer,setupbench-charset-normalizer,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer/manifest.json,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer/context.json,setupbench-runs-all-gpt-4.1/state/ousret-charset-normalizer/charset_normalizer/runs/setupbench-charset-normalizer/executions.jsonl,True,False,1,1,0,3,1,02-python-deps,failed_in_project_run,failed_in_project_run,True,True,"docker run failed: docker: Error response from daemon: Conflict. The container name ""/pheragent-setupbench-setupbench-charset-normalizer-c6"" is already in use by container ""cf5f09ede7e345040dca846d4840d1a6fa438725c6db12fc9f01fd75e67545bc"". You have to remove (or rename) that container to be able to reuse that name. Run 'docker run --help' for more information",pheragent-setupbench:setupbench-charset-normalizer-003-01-system-deps-success,previous_block_only_rollback,3,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->01-system-deps:previous | 01-system-deps->02-python-deps:previous
133,projects-repo2run,project_pheragent_run,nano-graphrag,nano-graphrag,,,nano-graphrag,projects-repo2run/nano-graphrag,repo2run-gpt-4o-20241120-nano-graphrag,projects-repo2run/nano-graphrag/.pheragent/runs/repo2run-gpt-4o-20241120-nano-graphrag,projects-repo2run/nano-graphrag/.pheragent/runs/repo2run-gpt-4o-20241120-nano-graphrag/manifest.json,projects-repo2run/nano-graphrag/.pheragent/runs/repo2run-gpt-4o-20241120-nano-graphrag/context.json,projects-repo2run/nano-graphrag/.pheragent/runs/repo2run-gpt-4o-20241120-nano-graphrag/executions.jsonl,True,False,1,1,6,5,2,30-python-dependencies,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-dependencies,pheragent:repo2run-gpt-4o-20241120-nano-graphrag-6968c5490242-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-dependencies:previous
134,projects-repo2run,project_pheragent_run,ENOVA,ENOVA,,,ENOVA,projects-repo2run/ENOVA,repo2run-gpt-4o-20241120-enova,projects-repo2run/ENOVA/.pheragent/runs/repo2run-gpt-4o-20241120-enova,projects-repo2run/ENOVA/.pheragent/runs/repo2run-gpt-4o-20241120-enova/manifest.json,projects-repo2run/ENOVA/.pheragent/runs/repo2run-gpt-4o-20241120-enova/context.json,projects-repo2run/ENOVA/.pheragent/runs/repo2run-gpt-4o-20241120-enova/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-enova-08f5c0065648-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
135,projects-repo2run,project_pheragent_run,LaVague,LaVague,,,LaVague,projects-repo2run/LaVague,repo2run-gpt-4o-20241120-lavague,projects-repo2run/LaVague/.pheragent/runs/repo2run-gpt-4o-20241120-lavague,projects-repo2run/LaVague/.pheragent/runs/repo2run-gpt-4o-20241120-lavague/manifest.json,projects-repo2run/LaVague/.pheragent/runs/repo2run-gpt-4o-20241120-lavague/context.json,projects-repo2run/LaVague/.pheragent/runs/repo2run-gpt-4o-20241120-lavague/executions.jsonl,False,False,1,1,1,4,1,50-test-tooling,missing_manifest_incomplete,missing_manifest_incomplete,True,True,manifest unavailable: missing_file,,previous_block_only_rollback,4,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous | 30-python-deps->50-test-tooling:previous
136,projects-repo2run,project_pheragent_run,rageval,rageval,,,rageval,projects-repo2run/rageval,repo2run-gpt-4o-20241120-rageval,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval/manifest.json,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval/context.json,projects-repo2run/rageval/.pheragent/runs/repo2run-gpt-4o-20241120-rageval/executions.jsonl,True,False,1,1,7,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-rageval-e5aabcc8d4e3-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
138,projects-repo2run,project_pheragent_run,spiritlm,spiritlm,,,spiritlm,projects-repo2run/spiritlm,repo2run-gpt-4o-20241120-spiritlm,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm/manifest.json,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm/context.json,projects-repo2run/spiritlm/.pheragent/runs/repo2run-gpt-4o-20241120-spiritlm/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,docker run failed:,pheragent:repo2run-gpt-4o-20241120-spiritlm-961d96d9da71-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
139,projects-repo2run,project_pheragent_run,spacy-layout,spacy-layout,,,spacy-layout,projects-repo2run/spacy-layout,repo2run-gpt-4o-20241120-spacy-layout,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout/manifest.json,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout/context.json,projects-repo2run/spacy-layout/.pheragent/runs/repo2run-gpt-4o-20241120-spacy-layout/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-spacy-layout-b44882a5a46d-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
140,projects-repo2run,project_pheragent_run,Grimoire,Grimoire,,,Grimoire,projects-repo2run/Grimoire,repo2run-gpt-4o-20241120-grimoire,projects-repo2run/Grimoire/.pheragent/runs/repo2run-gpt-4o-20241120-grimoire,projects-repo2run/Grimoire/.pheragent/runs/repo2run-gpt-4o-20241120-grimoire/manifest.json,projects-repo2run/Grimoire/.pheragent/runs/repo2run-gpt-4o-20241120-grimoire/context.json,projects-repo2run/Grimoire/.pheragent/runs/repo2run-gpt-4o-20241120-grimoire/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-grimoire-df1da23d1328-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
141,projects-repo2run,project_pheragent_run,minbpe,minbpe,,,minbpe,projects-repo2run/minbpe,repo2run-gpt-4o-20241120-minbpe,projects-repo2run/minbpe/.pheragent/runs/repo2run-gpt-4o-20241120-minbpe,projects-repo2run/minbpe/.pheragent/runs/repo2run-gpt-4o-20241120-minbpe/manifest.json,projects-repo2run/minbpe/.pheragent/runs/repo2run-gpt-4o-20241120-minbpe/context.json,projects-repo2run/minbpe/.pheragent/runs/repo2run-gpt-4o-20241120-minbpe/executions.jsonl,True,False,1,1,1,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-minbpe-38b7d613c246-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
142,projects-repo2run,project_pheragent_run,MultiModalMamba,MultiModalMamba,,,MultiModalMamba,projects-repo2run/MultiModalMamba,repo2run-gpt-4o-20241120-multimodalmamba,projects-repo2run/MultiModalMamba/.pheragent/runs/repo2run-gpt-4o-20241120-multimodalmamba,projects-repo2run/MultiModalMamba/.pheragent/runs/repo2run-gpt-4o-20241120-multimodalmamba/manifest.json,projects-repo2run/MultiModalMamba/.pheragent/runs/repo2run-gpt-4o-20241120-multimodalmamba/context.json,projects-repo2run/MultiModalMamba/.pheragent/runs/repo2run-gpt-4o-20241120-multimodalmamba/executions.jsonl,True,False,1,1,5,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-multimodalmamba-2adcc68bfd58-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
143,projects-repo2run,project_pheragent_run,co-op-translator,co-op-translator,,,co-op-translator,projects-repo2run/co-op-translator,repo2run-gpt-4o-20241120-co-op-translator,projects-repo2run/co-op-translator/.pheragent/runs/repo2run-gpt-4o-20241120-co-op-translator,projects-repo2run/co-op-translator/.pheragent/runs/repo2run-gpt-4o-20241120-co-op-translator/manifest.json,projects-repo2run/co-op-translator/.pheragent/runs/repo2run-gpt-4o-20241120-co-op-translator/context.json,projects-repo2run/co-op-translator/.pheragent/runs/repo2run-gpt-4o-20241120-co-op-translator/executions.jsonl,True,False,1,1,19,5,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-co-op-translator-5c75444be9de-004-20-python-runtime-success,previous_block_only_rollback,5,3,0,1,0,,,,,,BASE->00-preflight | 00-preflight->10-system-packages:previous | 10-system-packages->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
144,projects-repo2run,project_pheragent_run,audioseal,audioseal,,,audioseal,projects-repo2run/audioseal,repo2run-gpt-4o-20241120-audioseal,projects-repo2run/audioseal/.pheragent/runs/repo2run-gpt-4o-20241120-audioseal,projects-repo2run/audioseal/.pheragent/runs/repo2run-gpt-4o-20241120-audioseal/manifest.json,projects-repo2run/audioseal/.pheragent/runs/repo2run-gpt-4o-20241120-audioseal/context.json,projects-repo2run/audioseal/.pheragent/runs/repo2run-gpt-4o-20241120-audioseal/executions.jsonl,True,False,1,1,0,4,2,30-python-deps,failed_in_project_run,failed_in_project_run,True,True,block failed: 30-python-deps,pheragent:repo2run-gpt-4o-20241120-audioseal-aa4eafc5143c-003-20-python-runtime-success,previous_block_only_rollback,4,2,0,1,0,,,,,,BASE->00-preflight | 00-preflight->20-python-runtime:previous | 20-python-runtime->30-python-deps:previous
